id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,1.86563076619e-11,2.96458026942e-11,6.6754612131e-15,9.66317839687e-09,1.52566079868e-10,8.10556568486e-11,5.50387867445e-16,1.60336024648e-12,1.33858988264e-12,1.1167943596e-08,1.03973168066e-08,2.62277349076e-14,6.27447611666e-14,7.44707972042e-11,8.26609787417e-10,2.008833685e-11,1.02506456831e-06,7.90868755484e-15,1.59420946921e-10,3.41009181068e-14,3.61911981547e-09,2.54652773517e-10,1.40534041397e-08,1.97955857911e-12,1.56100819533e-13,6.10757213154e-13,1.29035584884e-06,2.33710042912e-08,5.38577026632e-11,1.03686189499e-10,1.70479131889e-17,1.66927453363e-06,1.31006770754e-07,1.0860859427e-07,3.19242382107e-11,8.25376150582e-09,2.14413370027e-11,5.56228446248e-17,8.15662257491e-10,5.61744442549e-12,3.45717504923e-15,3.95457967165e-08,1.80049914055e-10,3.21331448074e-13,7.78109289248e-09,3.54621760711e-11,1.34535865664e-05,1.02046786787e-15,1.79787956836e-13,1.65023910704e-10,3.14060168046e-09,0.999926311005,3.39299141387e-12,1.27297222056e-07,2.32261355044e-09,7.0597746198e-07,1.78925333465e-06,1.55662121221e-14,1.23287423696e-12,2.14439362968e-11,7.09616679998e-12,2.34992810764e-11,9.52921066057e-12,7.21752269527e-11,1.20497902545e-05,3.0042765123e-10,4.75860870058e-09,9.77670971302e-17,2.4758408061e-13,6.77521010638e-11,3.67801472198e-14,7.30061456707e-14,3.01732401251e-08,3.00079262845e-16,9.00510192905e-06,1.18793207884e-06,4.28222610251e-15,8.90132324531e-10,7.88500210061e-06,6.55001359873e-13,5.30856726249e-09,1.13948791959e-14,8.20251200448e-14,1.70234056925e-05,2.02144838898e-06,2.92259012824e-15,1.80710111057e-16,5.25696210956e-16,3.86094942339e-06,1.34098252536e-15,4.04812221749e-10,4.24719061704e-11,2.54379635912e-12,1.73031664042e-09,1.02559060998e-13,4.63963726831e-14,4.0861377518e-15,1.74769699729e-07,8.09696658569e-14
7,5.74637515706e-11,6.90546496489e-11,6.704609227e-09,1.53625959744e-07,1.15227456759e-11,9.87808116565e-11,8.88033358301e-07,8.84353702534e-11,2.37798086162e-10,3.98759239185e-11,2.35419201595e-13,5.09095600923e-12,2.7340061497e-12,1.21385906677e-11,1.18060386259e-11,1.47006929075e-11,1.01228814381e-11,5.06150869384e-08,6.33129881617e-12,1.86520827919e-07,6.80460163339e-11,3.16657042829e-12,4.70554345611e-11,2.22647223146e-11,4.80507065326e-11,9.24242052978e-12,5.37343791703e-10,1.47824168207e-08,9.04838510833e-11,5.97027797159e-13,2.09799739352e-09,3.02342680545e-10,1.85891998541e-10,8.21573497342e-13,1.53205265621e-08,2.50799953345e-13,1.20063368378e-06,8.93138457096e-10,5.19107328965e-09,1.95641077247e-07,3.53352468997e-08,1.2397499222e-08,1.30927151158e-08,6.59425098494e-09,1.56109481654e-11,1.36691891578e-07,2.89771911265e-13,3.70769607134e-06,2.96326098261e-09,2.72865095052e-13,0.999987661368,1.34359144258e-10,2.08376964115e-10,1.16719012302e-09,6.40402087068e-10,5.88522171465e-09,1.21348421463e-11,8.40504336747e-09,1.55082644969e-07,1.41636006769e-08,4.55920601252e-09,1.21364087243e-09,2.51088558133e-12,3.69715480155e-08,2.66310417827e-12,9.72212317093e-12,4.51253260584e-12,8.95190361872e-10,2.94089124483e-09,3.48325762602e-06,7.75947066602e-14,2.37950377689e-12,1.3660200179e-11,9.74216321064e-11,2.83135731011e-13,4.42291716481e-12,7.84080892226e-07,6.30797266679e-11,6.68692557129e-10,8.38568447638e-10,1.04609789057e-10,3.19309341191e-09,3.18725847191e-07,5.82492462143e-08,7.10025125032e-08,1.72278934007e-08,3.98262402565e-09,8.02054354563e-08,1.38066255752e-13,2.81381745019e-09,2.69352008818e-09,2.36575478549e-12,6.74678080289e-13,1.33951316255e-14,3.38311243119e-07,9.64665912316e-10,3.02658588561e-07,5.10440541382e-12,3.36086058098e-10
9,5.9312436481e-08,0.998747842413,7.6413692071e-09,2.08582886023e-09,0.000989771468638,9.44758338195e-08,3.70220644579e-09,1.04798063977e-05,2.00517234778e-05,1.02527208887e-05,9.17695680803e-09,3.2536259433e-05,9.45871006522e-09,4.96987111092e-08,6.98717943924e-07,3.16315587738e-07,0.00012709234541,4.60928935135e-11,1.19951079205e-09,4.62432427355e-07,3.73138585568e-09,7.94461620139e-08,5.65184962748e-12,5.73302849211e-10,9.80960550945e-12,2.09149831079e-06,2.81736193436e-06,2.00514659576e-11,1.3111532666e-09,3.02512642472e-08,7.99217135097e-10,1.70214771819e-09,4.07359395746e-07,2.75598115552e-07,3.67068374412e-10,1.0992832774e-06,5.500785013e-11,3.23482709833e-09,9.8458847729e-11,7.20340755135e-06,2.95054497887e-08,1.52391959198e-08,9.6057138693e-10,8.68858898038e-11,2.0040102315e-08,1.38854190986e-09,7.85080924987e-10,1.84335637105e-08,1.90156336492e-06,1.0871551086e-07,9.59422876702e-09,5.09555770754e-11,8.36676097122e-09,1.92744367588e-07,7.7820106226e-09,3.49695274269e-10,5.93924816072e-06,1.43452387138e-09,8.78855010317e-11,4.48987824504e-10,1.14105760859e-08,1.25230703124e-11,3.34981066609e-09,4.55213883091e-08,9.33341517411e-08,2.43865160272e-09,1.32044068565e-08,1.69619074585e-10,2.55807389315e-12,1.8962698698e-08,7.44955763119e-10,9.89561013954e-09,3.16618470415e-09,9.10708774324e-07,6.66833254706e-07,3.22032232727e-08,9.44550672112e-11,3.53711495133e-09,1.75289982613e-07,3.31931760216e-10,1.27149465791e-08,2.04403412582e-11,3.48620006991e-10,1.49320591456e-08,6.414268608e-08,1.19858050023e-05,6.58556993239e-10,2.22979991832e-08,7.2739828257e-09,1.678567255e-07,2.94475167783e-09,1.9701963262e-08,8.54641458208e-09,4.52052848448e-09,4.63843594645e-09,1.22078784283e-07,9.80840736656e-11,2.29360782468e-09,2.35539732864e-05
12,1.35275564501e-09,0.00104659081903,7.85657664753e-09,8.72251458024e-10,2.37017740221e-08,2.44719994963e-11,3.68749065363e-06,1.01357354967e-07,6.37378796372e-06,1.87091447801e-06,6.77184632944e-11,3.34194668363e-06,8.27518594465e-06,0.000231040101821,7.31964699719e-07,2.93132529797e-08,1.40280878199e-09,6.38138325928e-06,1.12230307007e-10,0.995975683245,2.19296361942e-08,2.1503850363e-11,4.18450284387e-09,1.30344867106e-10,2.72373171019e-10,1.43928249936e-10,2.2985111216e-06,3.48784537763e-09,3.67345702645e-12,3.68482939699e-11,6.47556820697e-10,2.08578031142e-11,3.37240288824e-09,3.10112616909e-10,1.62485806595e-09,1.40292367826e-10,3.69103162551e-07,9.12023152063e-07,2.09251865682e-09,3.36734829374e-08,1.02045777532e-07,3.59799070604e-05,3.6695034573e-10,2.04562145805e-09,8.80144782683e-10,2.74198497796e-08,4.95445963199e-11,0.00110438635928,2.30573641781e-06,3.42496564166e-11,5.26432033903e-07,4.059840922e-12,3.24068145946e-08,5.70595433716e-09,1.09836220547e-09,1.37409444282e-10,2.12741971799e-11,5.47323589242e-08,3.01639759609e-06,1.22034542231e-08,1.13353760751e-08,1.5062185603e-11,8.90072144573e-09,1.20794214687e-06,2.13856209378e-10,1.68201156197e-09,3.70420500996e-10,1.20715655706e-07,1.22425362787e-10,9.98614436901e-12,2.43057250767e-11,5.47130264955e-10,9.56266941271e-12,2.03437917366e-08,1.51508510628e-09,1.51823216968e-09,6.4926371713e-09,9.91003391323e-09,5.04722497847e-08,8.25406248593e-09,6.1821781635e-07,1.66326651912e-08,7.10184846012e-06,5.86911430999e-09,6.84557638156e-09,4.32044606293e-05,4.50420727852e-08,5.1018270833e-08,1.96374957038e-11,2.86602716709e-07,4.62192444548e-09,2.79910814051e-08,9.53795829345e-10,4.35024518474e-10,5.95381189677e-07,0.00148767603414,2.1262395463e-08,5.27276644256e-10,2.46372262196e-05
13,1.17592897672e-08,2.24821518325e-08,2.96778973534e-12,6.48505660277e-13,4.83513910572e-09,9.12431606754e-13,5.45088511474e-09,3.74355886879e-09,2.95145170217e-06,4.98861678359e-08,7.34363072789e-10,3.09816979615e-05,2.61396683942e-08,3.54996045628e-07,0.999949804332,5.22448445311e-10,5.89978287974e-06,1.14718856e-10,1.0016760683e-09,3.72961841775e-11,4.60211277319e-08,2.29115037677e-12,4.02989469354e-09,7.00254957298e-12,8.24090775394e-11,2.91286498065e-11,1.18419546121e-07,5.32086023026e-12,4.43469334723e-12,1.63160022446e-11,7.57984277121e-11,1.54455944376e-13,1.52005876956e-12,2.30657655006e-10,2.86650627556e-12,7.25035794302e-09,1.72441731149e-11,1.45018817454e-11,3.02669036756e-10,3.76182285546e-12,3.35971951116e-10,4.44832159108e-10,4.20806101641e-12,4.38566351233e-10,2.82621454977e-12,3.22262709913e-13,1.94999527097e-11,5.51799523202e-09,2.84168615048e-06,1.01354520832e-06,3.18891636291e-12,9.6472679398e-13,7.72469410071e-09,1.13960248605e-08,1.39125322437e-10,2.42095674218e-13,3.44698096499e-11,3.50199444019e-11,2.81770691692e-11,1.59737968734e-10,2.78019367325e-11,3.5314639551e-12,1.84152509135e-11,5.58941287732e-09,2.86870057309e-10,8.39465747168e-13,5.79091641671e-11,6.04041004151e-12,1.49382093134e-13,1.31593984103e-12,4.19951949117e-10,7.95811615543e-09,1.07145160378e-12,1.72756492415e-11,7.19613248006e-08,2.16591481035e-10,1.83284064247e-11,1.54191187345e-09,8.71536336539e-09,8.22923479943e-10,3.36297129058e-09,2.35136293259e-12,2.00990094394e-09,3.77618917818e-09,4.16430031569e-11,7.86506669182e-11,8.57837844406e-11,4.292794256e-12,1.88911937038e-10,2.42591140536e-08,5.11459931117e-11,2.31035484548e-07,1.61024721541e-10,3.26698138591e-07,1.22972199319e-07,5.00580580111e-06,1.58568350137e-09,2.61917781916e-09,5.89929382238e-10
16,1.41206940237e-05,2.19498245218e-07,4.0243692989e-06,0.975029274369,9.67304279297e-08,1.36316076524e-08,1.33972706104e-05,1.86576200823e-05,1.30398043362e-06,1.18537114661e-08,2.95389625709e-06,2.35026903562e-07,1.7694426394e-05,7.25000671029e-07,1.600900727e-06,2.33046803543e-07,3.93187887225e-07,2.61123056966e-05,4.72726511628e-06,8.71782142682e-05,1.61263649704e-06,4.73551400514e-07,4.43160450595e-07,1.26129357637e-07,1.34407534338e-05,3.0783597965e-06,1.25738373333e-05,4.99568073912e-06,1.15526111034e-06,1.36995676209e-09,3.4755119275e-05,1.89216364078e-06,7.33665791282e-06,5.01230006265e-08,1.93934092066e-05,1.15114634212e-07,3.56681370288e-05,8.07336141436e-06,8.53557036586e-07,1.68687748656e-05,0.000145550091162,0.000167463516401,3.70381222787e-05,0.00408557501169,2.39523123301e-06,0.000162532670847,1.90781727939e-07,5.58075480561e-06,1.28674313413e-06,1.19203781918e-06,5.35156006225e-05,3.35733647332e-07,0.00268220583979,1.65082810878e-06,1.81413081303e-08,5.275500427e-07,5.54553615764e-08,5.83876328853e-05,0.00108948722831,3.47577630857e-06,3.00269382887e-05,8.12002211532e-08,1.60444670061e-05,3.8693187324e-06,1.99000770114e-08,2.40133375602e-06,1.34960272717e-07,0.00011020789207,4.22377438286e-05,2.10503695765e-05,7.17992271727e-08,3.86195843335e-06,6.69871730135e-08,1.16289849975e-05,1.98158043293e-08,1.35922574158e-06,3.90508477482e-05,1.56492352201e-06,1.91206743915e-08,2.42134395819e-05,2.80204056666e-09,0.00019436987133,3.61120958434e-05,0.000233140491215,6.03287676608e-07,0.000325939815439,0.0143439973252,4.86333623387e-06,2.72226053142e-08,0.00011365929092,8.32480439372e-05,4.62246055865e-06,8.41088597293e-07,1.70088154712e-06,0.000371771118168,1.21675135479e-05,4.99991644252e-05,1.59515448145e-05,1.47062250471e-05
19,2.98873304266e-06,1.04578957183e-07,1.21005803783e-06,0.999433728082,5.11034170102e-09,2.52531689684e-09,7.96029222536e-07,9.83689629389e-08,4.20095139298e-08,1.86140362881e-09,7.41602988634e-07,4.73723855903e-09,1.0243774731e-05,1.2069354834e-08,2.09888647348e-08,1.51299926421e-08,9.0886382783e-08,1.03345382045e-07,1.13483233219e-07,3.66255705533e-06,6.91192461603e-07,4.347120312e-08,3.83008817909e-09,2.66077862471e-08,3.59831753163e-07,6.23414310203e-07,2.65134022808e-08,3.31869809586e-08,2.35131783628e-07,9.64361257136e-10,2.53498124632e-06,1.56054302875e-06,3.20850794357e-06,1.45673999698e-09,3.39026318015e-07,4.99051345256e-09,2.00412335435e-06,1.13676442732e-06,4.59735072305e-07,9.77534482006e-06,1.06737464919e-07,7.63651899622e-06,5.42521068838e-07,2.35904854007e-05,1.73331939249e-07,8.63234643806e-06,2.99390182679e-08,3.38367104016e-07,1.06012835554e-07,1.21708029152e-08,0.000120574723483,1.53017784662e-07,3.73749887807e-06,4.76090586867e-07,3.21093843615e-09,1.19916036607e-07,6.16739220254e-08,3.96072998394e-07,3.11313935008e-05,2.58081728301e-07,2.6756963239e-05,7.78010706431e-09,6.24347277768e-08,1.66726705939e-07,3.60262337955e-08,6.068998132e-06,4.19670545537e-09,7.34582441502e-07,1.41368038703e-05,3.72447010914e-06,2.19301278432e-09,4.73962024741e-08,2.2735782349e-09,2.99051869885e-08,8.54402861583e-10,3.07006803689e-08,8.6406301743e-06,7.61543144756e-08,4.95213798485e-10,1.75044788035e-06,4.7736330254e-10,1.33627045379e-05,1.57122591764e-06,1.48783724496e-07,9.73433629278e-07,2.14506587852e-05,8.99727127992e-06,7.03143540518e-06,1.09277058948e-10,1.03316430756e-06,8.8398581917e-06,4.10421155197e-07,6.80024258898e-08,1.32241938209e-08,0.000164433946216,8.88078640371e-08,1.64332683213e-06,9.83224825323e-08,3.24191329026e-05
23,3.59612695864e-10,1.02086396059e-07,9.02618986396e-07,4.09920495234e-06,1.72813850418e-08,0.000132156740265,2.54208571085e-06,3.88739563252e-08,2.5585627872e-10,5.85620449318e-09,4.85948815732e-11,6.94092002107e-08,1.951956084e-08,1.57859580256e-09,3.31427480005e-10,0.000260630098263,1.13767105803e-10,3.93551133813e-09,3.25368874084e-07,3.36899639898e-08,1.99931767184e-06,4.9800909371e-08,7.33275492509e-08,8.445709427e-07,1.50153329938e-06,1.14182038875e-07,4.50093366988e-10,2.64732895981e-08,0.998367673359,0.0010470002346,6.17751755188e-05,1.63395156452e-10,2.73961128272e-08,9.16380151454e-09,7.62846720431e-08,1.8153013912e-07,1.96977475992e-08,7.97906609446e-06,4.7516695554e-09,5.38757733718e-06,5.36326282598e-09,2.06221151934e-11,2.49105306561e-05,2.9221893549e-08,1.13278856151e-09,6.18813379669e-09,4.72584316667e-10,2.03021473826e-09,4.05952458919e-08,6.78835567048e-10,3.46104332931e-08,2.73926184414e-07,5.49014201719e-09,1.07632244817e-08,4.8014348223e-08,4.58156028395e-05,1.38943647314e-06,1.44509596672e-07,1.09238907812e-09,2.18588970228e-09,5.85108504834e-08,3.57381846734e-07,2.43642788352e-08,1.98547576084e-08,2.1381499809e-09,1.10507472849e-07,1.09227656027e-06,4.98729575461e-08,5.27401444194e-09,2.21114990548e-06,5.73348348269e-06,2.48996835631e-07,7.87170227968e-08,3.59665640445e-07,1.73961751122e-10,4.12116883504e-11,1.72347464555e-06,9.74976294387e-09,5.80066552149e-10,6.24463194761e-07,2.11453251784e-06,1.8885536083e-06,9.73680663824e-09,1.67738788633e-12,7.1849401207e-08,1.8388027041e-09,2.45248641681e-09,1.40636339101e-05,5.84601952546e-09,1.54561943147e-08,5.67234700199e-08,9.98363145758e-09,1.3428234506e-08,5.50567782103e-08,4.41900269208e-10,1.40423548661e-10,6.96557142202e-08,3.83861898866e-10,4.94229087839e-07
24,3.2856160056e-07,5.47249931019e-09,5.75152106998e-10,8.13944510194e-11,4.69769388837e-10,6.28455864358e-08,2.14833357659e-10,3.93765730044e-11,1.70014265644e-06,6.31240374457e-10,5.24045309569e-09,6.27573021833e-13,1.5067111798e-11,2.30237480946e-11,8.03836099903e-12,4.7792928371e-10,5.3308497127e-08,2.03015157972e-10,1.23716233342e-12,3.46202343635e-10,7.83788887468e-09,1.14375413394e-10,8.20004496148e-15,1.43802971753e-10,7.16016125636e-14,6.73891038142e-11,1.16856535809e-08,4.05600985746e-10,8.24489812648e-14,1.16732242085e-11,4.16607525608e-13,3.60704424885e-07,4.00892736193e-08,3.00090286283e-09,7.34193388517e-09,1.61895734169e-11,3.57364797661e-09,8.58696837738e-09,1.28495219858e-09,2.68565559914e-06,5.50403041727e-11,1.58810929733e-09,6.00953661373e-10,3.60865749824e-11,3.45595431036e-10,2.18832641821e-08,5.41908028591e-13,1.29850233659e-10,7.49566158023e-13,2.27910381167e-11,7.07483358127e-11,3.16800131956e-08,2.17043613721e-12,5.68515152943e-14,9.23137049189e-11,1.40735406853e-10,2.64647944565e-12,1.75185176278e-11,7.65312316516e-08,2.58601796817e-07,1.83257537579e-10,1.18602020951e-11,5.7362451819e-13,6.87952013101e-11,1.72689409046e-10,5.14293376136e-11,1.88551266109e-11,1.19811588515e-13,6.73075737611e-11,1.00297983472e-07,3.28744481319e-12,1.24320217794e-12,2.1406118196e-08,3.20880075282e-14,4.18171110508e-09,9.54367453703e-11,7.7447195323e-11,6.08062922177e-10,1.42374290055e-08,1.71603741108e-10,2.82929292111e-11,1.47165033971e-10,4.50182024478e-09,4.25882597198e-09,0.999994155494,5.15240090732e-11,1.12544427298e-13,1.6680106377e-10,8.0075823136e-12,1.30061451961e-09,4.39312566315e-11,1.32970684582e-11,4.79444057564e-11,1.19582776713e-12,1.12371392499e-08,4.61459884626e-11,3.49305714184e-13,1.49869838989e-11,9.08844746576e-13
28,5.34747921698e-06,1.78504275978e-06,3.11313775631e-09,3.5329525378e-08,5.86940541018e-08,3.89344635871e-10,2.26635965398e-07,8.6929722521e-06,0.999955036474,2.52265558823e-08,1.09099975307e-06,1.09714952636e-06,3.3192538604e-06,4.33418757866e-08,1.40784822415e-06,2.08647095025e-08,7.43664791489e-07,3.07744478607e-07,4.02420803075e-09,1.95868553906e-07,2.59452271803e-08,7.94861702667e-11,6.5873228322e-11,1.90916700678e-10,4.61005581647e-11,2.3711775999e-10,2.07368357146e-08,5.50330978275e-11,5.17019342655e-11,2.74938808701e-11,7.3569721372e-10,4.0109780772e-10,8.48703295593e-08,2.11229610487e-07,1.6130909312e-09,2.31535688323e-08,1.0350817405e-10,6.51561428099e-09,5.87823412476e-11,2.64825036101e-08,1.92134411751e-08,2.92342529319e-08,4.69040937856e-10,1.29676245076e-10,1.74170477883e-08,3.87238271369e-09,3.61219522914e-10,1.13405643101e-08,1.82738241701e-07,2.02893487915e-08,4.68355128683e-10,4.59770303056e-12,2.27470310101e-08,3.19327419861e-08,5.85435600824e-09,1.94939124459e-09,1.15583972818e-09,2.10265479834e-10,4.245941703e-09,1.8082741707e-09,1.63414055661e-09,2.4795165113e-11,4.3533882022e-10,8.75032826782e-10,1.31925283452e-08,4.80167876682e-09,2.06207133292e-10,1.13902676764e-10,5.11364844409e-10,4.53855415322e-09,2.4261756661e-10,9.72813920257e-10,9.43654047197e-11,1.48078052912e-09,6.34948212203e-08,6.2788965574e-09,1.96887792757e-10,2.31939187495e-10,5.07596411778e-08,5.15257370085e-10,4.87173997388e-09,1.80559453194e-09,1.69830115485e-07,7.98184355803e-08,6.08005829894e-07,9.07858641991e-08,5.95179947867e-08,2.62998263755e-09,1.00225745875e-10,5.92139101472e-07,9.72507242004e-09,3.53168838248e-07,1.44316989694e-08,2.85902639981e-07,1.71397212435e-05,2.22262022818e-07,1.63576104487e-12,1.53117504903e-10,1.43690716976e-08
