Id,SalePrice
1461,122750.0
1462,165750.0
1463,189250.0
1464,217419.5
1465,171100.0
1466,196475.0
1467,176125.0
1468,197225.0
1469,150500.0
1470,123875.0
1471,202875.0
1472,101100.0
1473,93725.0
1474,147250.0
1475,127100.0
1476,288725.0
1477,214850.0
1478,282325.0
1479,214000.0
1480,433226.75
1481,378684.75
1482,206625.0
1483,190225.0
1484,172100.0
1485,214169.5
1486,207600.0
1487,388261.0
1488,231225.0
1489,194675.0
1490,278864.5
1491,196775.0
1492,98250.0
1493,186937.5
1494,203937.5
1495,300419.5
1496,218750.0
1497,156550.0
1498,158808.25
1499,161058.25
1500,160808.25
1501,152625.0
1502,144125.0
1503,240904.25
1504,227294.5
1505,221350.0
1506,179500.0
1507,232919.5
1508,178750.0
1509,170750.0
1510,133875.0
1511,143875.0
1512,183225.0
1513,163625.0
1514,139975.0
1515,197250.0
1516,128625.0
1517,134350.0
1518,128601.25
1519,234475.0
1520,131375.0
1521,126252.0
1522,153500.0
1523,112750.0
1524,124000.0
1525,105375.0
1526,118375.0
1527,140550.0
1528,149375.0
1529,127875.0
1530,157475.0
1531,151375.0
1532,98625.0
1533,128700.0
1534,120475.0
1535,148858.5
1536,128000.0
1537,79250.0
1538,151500.0
1539,146625.0
1540,123875.0
1541,128650.0
1542,162221.0
1543,163425.0
1544,107312.5
1545,101650.0
1546,144875.0
1547,166375.0
1548,130812.5
1549,115225.0
1550,142500.0
1551,139750.0
1552,156500.0
1553,102850.0
1554,145100.0
1555,189250.0
1556,89000.0
1557,98500.0
1558,100250.0
1559,69375.0
1560,111500.0
1561,136375.0
1562,139037.5
1563,132000.0
1564,165200.0
1565,161625.0
1566,222525.0
1567,90498.25
1568,236625.0
1569,129700.0
1570,140725.0
1571,128000.0
1572,132725.0
1573,173725.0
1574,143900.0
1575,217846.5
1576,183125.0
1577,196100.0
1578,126700.0
1579,139750.0
1580,187500.0
1581,142112.5
1582,137125.0
1583,328763.25
1584,199100.0
1585,143250.0
1586,107600.0
1587,116000.0
1588,135125.0
1589,135625.0
1590,133000.0
1591,96225.0
1592,148475.0
1593,152000.0
1594,127363.25
1595,84625.0
1596,152750.0
1597,139688.25
1598,204250.0
1599,143250.0
1600,175650.0
1601,72875.0
1602,142000.0
1603,113750.0
1604,216475.0
1605,258957.0
1606,185750.0
1607,140126.25
1608,212600.0
1609,191350.0
1610,191550.0
1611,135000.0
1612,196500.0
1613,186375.0
1614,149725.0
1615,76350.0
1616,76350.0
1617,104600.0
1618,121850.0
1619,140800.0
1620,148200.0
1621,192125.0
1622,154125.0
1623,181750.0
1624,225919.5
1625,118502.0
1626,195350.0
1627,208919.5
1628,237625.0
1629,180350.0
1630,290984.75
1631,195800.0
1632,222800.0
1633,182500.0
1634,213419.5
1635,213000.0
1636,179033.5
1637,206625.0
1638,202875.0
1639,155750.0
1640,204125.0
1641,167100.0
1642,214169.5
1643,204375.0
1644,199375.0
1645,255468.0
1646,160100.0
1647,137875.0
1648,139187.5
1649,136000.0
1650,134750.0
1651,119725.0
1652,90725.0
1653,94850.0
1654,138750.0
1655,123575.0
1656,138750.0
1657,167750.0
1658,147250.0
1659,149475.0
1660,156725.0
1661,369913.5
1662,386752.75
1663,343000.0
1664,439927.5
1665,281375.0
1666,373957.0
1667,279070.0
1668,316356.5
1669,298225.5
1670,329606.5
1671,236475.0
1672,475338.75
1673,295875.0
1674,259075.0
1675,203375.0
1676,218750.0
1677,203375.0
1678,452199.75
1679,393513.25
1680,252975.0
1681,247525.0
1682,349856.5
1683,191175.0
1684,180760.0
1685,180760.0
1686,181925.0
1687,181360.0
1688,190125.0
1689,202375.0
1690,216000.0
1691,209750.0
1692,232000.0
1693,195850.0
1694,212000.0
1695,177625.0
1696,233375.0
1697,178385.0
1698,337815.25
1699,238437.5
1700,244750.0
1701,244125.0
1702,256150.0
1703,288125.0
1704,337226.25
1705,200500.0
1706,407215.25
1707,190608.5
1708,190875.0
1709,254250.0
1710,226828.0
1711,278107.0
1712,238033.0
1713,249350.0
1714,198500.0
1715,200875.0
1716,203020.0
1717,150750.0
1718,126375.0
1719,210550.0
1720,189062.5
1721,157375.0
1722,122025.0
1723,188475.0
1724,194575.0
1725,230394.5
1726,187750.0
1727,177410.0
1728,178250.0
1729,159812.5
1730,125241.0
1731,135687.5
1732,143562.5
1733,123687.5
1734,142187.5
1735,127500.0
1736,118750.0
1737,258029.25
1738,188250.0
1739,291500.0
1740,188725.0
1741,210125.0
1742,168600.0
1743,165225.0
1744,225750.0
1745,153875.0
1746,228150.0
1747,213750.0
1748,206375.0
1749,186250.0
1750,135112.5
1751,192987.5
1752,136337.5
1753,139225.0
1754,179875.0
1755,170975.0
1756,224654.25
1757,118252.0
1758,142000.0
1759,167000.0
1760,168750.0
1761,162625.0
1762,152350.0
1763,146737.5
1764,119562.5
1765,152625.0
1766,188625.0
1767,269093.0
1768,136750.0
1769,146825.0
1770,143875.0
1771,146750.0
1772,137425.0
1773,128970.75
1774,128025.0
1775,131125.0
1776,138125.0
1777,129125.0
1778,134750.0
