Id,SalePrice
1461,121250.0
1462,140350.0
1463,186625.0
1464,199000.0
1465,176410.0
1466,196475.0
1467,192750.0
1468,177000.0
1469,175750.0
1470,125500.0
1471,218750.0
1472,101100.0
1473,99600.0
1474,155750.0
1475,97750.0
1476,288725.0
1477,231175.0
1478,259075.0
1479,270450.0
1480,462436.0
1481,354657.0
1482,192000.0
1483,194700.0
1484,181975.0
1485,202544.5
1486,189750.0
1487,388261.0
1488,260325.0
1489,194675.0
1490,265271.5
1491,205025.0
1492,98250.0
1493,186937.5
1494,213812.5
1495,313500.0
1496,218750.0
1497,156550.0
1498,163483.25
1499,161058.25
1500,162308.25
1501,172375.0
1502,157250.0
1503,240904.25
1504,228419.5
1505,224100.0
1506,187250.0
1507,275739.5
1508,178750.0
1509,175812.5
1510,141437.5
1511,133250.0
1512,192975.0
1513,163625.0
1514,139975.0
1515,203975.0
1516,139750.0
1517,134350.0
1518,128476.25
1519,221350.0
1520,130625.0
1521,123250.0
1522,164875.0
1523,114000.0
1524,126362.5
1525,127750.0
1526,118375.0
1527,140550.0
1528,148625.0
1529,141975.0
1530,160475.0
1531,147250.0
1532,100625.0
1533,128700.0
1534,121350.0
1535,148858.5
1536,121750.0
1537,76748.25
1538,146750.0
1539,146625.0
1540,123875.0
1541,128650.0
1542,142546.0
1543,163425.0
1544,97312.5
1545,93650.0
1546,134750.0
1547,146125.0
1548,119937.5
1549,108975.0
1550,141725.0
1551,134500.0
1552,156500.0
1553,104600.0
1554,136875.0
1555,189250.0
1556,89000.0
1557,98500.0
1558,111250.0
1559,87625.0
1560,111500.0
1561,136375.0
1562,140287.5
1563,132000.0
1564,156700.0
1565,192350.0
1566,236775.0
1567,90498.25
1568,232000.0
1569,121575.0
1570,141600.0
1571,135500.0
1572,131625.0
1573,191100.0
1574,137750.0
1575,232546.5
1576,237500.0
1577,196100.0
1578,125350.0
1579,142725.0
1580,203750.0
1581,142112.5
1582,141500.0
1583,328763.25
1584,221225.0
1585,143250.0
1586,107600.0
1587,117750.0
1588,135125.0
