Id,SalePrice
1461,118666.666667
1462,132166.666667
1463,189500.0
1464,205666.666667
1465,179466.666667
1466,177000.0
1467,188666.666667
1468,178000.0
1469,166333.333333
1470,121666.666667
1471,212833.333333
1472,106333.333333
1473,104333.333333
1474,147666.666667
1475,95000.0
1476,300000.0
1477,236900.0
1478,252266.666667
1479,253933.333333
1480,449302.333333
1481,370876.0
1482,195666.666667
1483,193300.0
1484,177300.0
1485,207059.333333
1486,195000.0
1487,412743.666667
1488,261666.666667
1489,197566.666667
1490,267862.0
1491,202700.0
1492,92666.6666667
1493,168750.0
1494,214416.666667
1495,323333.333333
1496,222666.666667
1497,153833.333333
1498,163077.666667
1499,163077.666667
1500,163077.666667
1501,173666.666667
1502,154833.333333
1503,256372.333333
1504,225892.666667
1505,225133.333333
1506,185666.666667
1507,258319.333333
1508,189000.0
1509,180500.0
1510,147083.333333
1511,130333.333333
1512,201633.333333
1513,155500.0
1514,144133.333333
1515,198633.333333
1516,127333.333333
1517,129800.0
1518,129968.333333
1519,207633.333333
1520,126833.333333
1521,131000.0
1522,164166.666667
1523,113666.666667
1524,123666.666667
1525,121333.333333
1526,112166.666667
1527,142766.666667
1528,149833.333333
1529,146300.0
1530,167300.0
1531,147500.0
1532,105166.666667
1533,125266.666667
1534,126500.0
1535,145333.333333
1536,124000.0
1537,76997.6666667
1538,153000.0
1539,141833.333333
1540,118166.666667
1541,134866.666667
1542,136916.666667
1543,168233.333333
1544,94750.0
1545,90333.3333333
1546,131333.333333
1547,157166.666667
1548,137750.0
1549,108633.333333
1550,156300.0
1551,137666.666667
1552,137166.666667
1553,101133.333333
1554,148833.333333
1555,179000.0
1556,82000.0
1557,105000.0
1558,107666.666667
1559,94500.0
1560,102000.0
1561,134833.333333
1562,143716.666667
1563,133000.0
1564,151933.333333
1565,197133.333333
1566,247366.666667
1567,93331.0
1568,230666.666667
1569,117166.666667
1570,144300.0
1571,120833.333333
1572,126166.666667
1573,207133.333333
1574,129500.0
1575,228228.666667
1576,220000.0
1577,190133.333333
1578,114633.333333
1579,145333.333333
1580,190333.333333
1581,146066.666667
1582,140333.333333
1583,339351.0
1584,235300.0
1585,144000.0
1586,107466.666667
1587,114666.666667
1588,137166.666667
1589,92331.0
1590,138666.666667
1591,114066.666667
1592,153300.0
1593,149666.666667
1594,127317.666667
1595,86166.6666667
1596,152666.666667
1597,138600.0
1598,195166.666667
1599,156166.666667
1600,179466.666667
1601,69500.0
1602,148191.666667
1603,106666.666667
1604,228633.333333
1605,282442.666667
1606,189333.333333
1607,139301.666667
1608,196133.333333
1609,193300.0
1610,192066.666667
1611,137000.0
1612,199633.333333
1613,185166.666667
1614,133633.333333
1615,89833.3333333
1616,101166.666667
1617,111000.0
1618,132000.0
1619,136400.0
1620,160566.666667
1621,198333.333333
1622,134000.0
1623,202300.0
1624,225892.666667
1625,121666.666667
1626,165133.333333
1627,215726.0
1628,235500.0
1629,179000.0
1630,268833.333333
1631,203400.0
1632,212400.0
1633,174166.666667
1634,200333.333333
1635,214500.0
1636,170374.666667
1637,183166.666667
1638,191833.333333
1639,180166.666667
1640,198000.0
1641,153166.666667
1642,221559.333333
1643,189833.333333
1644,214000.0
1645,229166.666667
1646,145466.666667
1647,133166.666667
1648,148616.666667
1649,139000.0
1650,136666.666667
1651,129833.333333
1652,91633.3333333
